padron;valuacion;boleta
581729;67362.4;9394115
777345;976232.748;9394116
678708;252662.95;9394117
679356;135021.55;9394118
879727;294877.63;9394119
4678025;46780.6;9394120
4678928;75946.35;9394121
4678929;77023.43;9394122
4678930;78100.52;9394123
675803;79282.38;9394124
4775010;714422.86;9394125
4679897;223696.97;9394126
4679914;217908.8;9394127
4679977;95677.82;9394128
4679978;56635.55;9394129
4679979;56805.83;9394130
4679980;54854.66;9394131
4679986;55053.28;9394132
4679987;54971.51;9394133
4679988;91554.83;9394134
4679989;91701.1;9394135
4679990;57186.94;9394136
4679991;57395.95;9394137
4679992;55338.32;9394138
4679993;55476.15;9394139
4679430;172948.93;9394140
4676613;523225.44;9394141
877784;125551.59;9394142
877782;343809.12;9394143
877781;100648.74;9394144
877780;101464.11;9394145
877785;122107.42;9394146
877775;184880.26;9394147
877774;178494.73;9394148
877773;100590.13;9394149
877772;100590.13;9394150
877767;103750.59;9394151
877766;80365.99;9394152
877764;361026.58;9394153
877763;103961.48;9394154
877787;371264.64;9394155
877786;457279.87;9394156
877760;102977.03;9394157
877761;102570.85;9394158
877758;103841.83;9394159
877757;103800.64;9394160
877754;120649.37;9394161
877753;147688.69;9394162
4676612;138433.61;9394163
877770;100543.1;9394164
877769;357219.11;9394165
877768;357219.11;9394166
877791;100865.25;9394167
877792;632307.42;9394168
877788;101079.4;9394169
879871;1387585.25;9394170
877790;101079.4;9394171
877789;101079.4;9394172
879262;2360846.81;9394173
877676;1434131.97;9394174
877413;2017003.31;9394175
877320;1090932.22;9394176
876727;438053.29;9394177
877483;264702.93;9394178
4676096;15106.12;9394179
4676095;14653.58;9394180
4775414;234751.29;9394181
484508;152839.41;9394182
484659;220217.98;9394184
4677854;17600.0;9394186
483236;302134.29;9394187
4679137;235221.99;9394188
4679138;234877.02;9394189
4679309;234783.67;9394191
4679136;234780.52;9394192
777451;93427.84;9394193
535976;82879.39;9394194
180170;334001.8;9394195
284115;284645.12;9394196
4679560;13253.43;9394197
381928;67249.51;9394198
81176;273472.36;9394199
4679420;188396.36;9394200
4679421;123360.47;9394201
4679422;116586.8;9394202
4679426;191032.19;9394206
4679427;8.0;9394207
4679428;157783.11;9394208
4679432;182046.9448;9394211
4679433;91399.42;9394212
4679434;148880.56;9394213
4678163;130983.52;9394214
779028;889004.55;9394215
677789;67062.258;9394216
676474;46467.5;9394217
176062;6500.0;9394218
582634;71597.55;9394220
4679142;141611.4;9394221
4679143;99762.31;9394222
4677603;160435.77;9394223
4677752;35839.95;9394224
4677764;37414.04;9394225
878057;280835.57;9394227
4677801;275926.94;9394228
4677837;220528.27;9394230
384200;55900.84;9394231
4679524;175546.12;9394233
481727;256409.57;9394235
4677611;205556.17;9394236
676549;316809.82;9394237
536067;100176.51;9394238
4677009;91459.62;9394239
677148;192838.35;9394240
775714;164893.875;9394241
383265;753878.68;9394242
876865;146118.39;9394243
4678114;7600.0;9394244
4675463;184759.29;9394245
778923;26464.9;9394246
879527;161572.56;9394247
778176;559532.65;9394248
383382;142640.88;9394249
778839;255692.61;9394250
4679172;122768.43;9394251
581887;156977.41;9394252
184273;141167.67;9394253
184275;404764.88;9394254
184297;144035.27;9394255
776786;333498.9247;9394256
184302;91434.83;9394258
184303;240698.02;9394259
184310;273128.86;9394260
184280;219046.92;9394261
184286;335305.92;9394262
184287;79527.18;9394263
184289;297790.68;9394264
383502;180448.44;9394265
383503;176426.26;9394266
776300;74211.01;9394267
383437;145624.27;9394268
383428;144331.03;9394269
383430;161730.69;9394270
383431;184199.33;9394271
383570;217949.1;9394272
382334;110663.62;9394273
581367;238467.52;9394274
581368;138254.97;9394275
581354;198865.81;9394276
581355;198384.11;9394277
676391;265204.04;9394278
581074;88682.65;9394279
678231;352156.88;9394280
4677029;35125.53;9394281
4679871;117202.95;9394282
284178;62126.02;9394283
879977;55157.56;9394284
878533;279871.79;9394285
878548;274138.9;9394286
4676638;234814.68;9394287
676920;144574.29;9394288
4675074;237929.82;9394289
679206;38725.22;9394290
4678012;42530.399;9394291
775739;677436.76;9394292
778936;195423.44;9394293
4679553;9108.0;9394294
4775402;260874.13;9394295
4775419;231994.05;9394296
4775420;234782.17;9394297
4775421;1122538.29;9394298
4775403;208524.11;9394299
879552;57535.09;9394300
4678316;305312.29;9394301
580706;274284.59;9394302
4679525;342172.38;9394303
4678069;66311.27;9394304
4677843;135887.67;9394305
480541;34749.11;9394306
4679417;191258.51;9394307
877952;203795.95;9394308
4678142;219132.45;9394309
779042;140508.7;9394310
679768;129123.13;9394311
4679872;106642.32;9394312
4679882;226320.58;9394313
4679881;931989.35;9394314
4679984;56953.78;9394315
4679204;98547.91;9394316
4678060;79713.9;9394317
4678070;66251.05;9394318
878465;48569.02;9394319
4679942;212012.81;9394320
4679944;201989.1;9394321
4675089;134544.17;9394322
581080;220813.21;9394323
678274;149677.641;9394324
4678021;12600.0;9394325
875360;138555.1;9394326
876071;315505.11;9394328
775657;37804.66;9394329
4677853;138271.93;9394330
280737;177899.16;9394331
4678328;85700.0;9394332
4775444;272863.37;9394333
4775445;189487.05;9394334
482042;75280.06;9394335
878552;673823.19;9394336
4678329;236973.94;9394337
4679414;42387.54;9394338
775468;415898.46;9394339
877808;4675851.83;9394340
482904;222005.69;9394341
878561;549415.14;9394342
4676986;155506.75;9394343
4676054;14653.96;9394344
4676143;15106.25;9394345
4676153;14653.96;9394346
4775378;24343.88;9394347
4775379;24343.88;9394348
876621;49300.0;9394349
4775380;24162.53;9394350
4775381;22590.13;9394351
4775382;24160.216;9394352
4775383;35076.05;9394353
4775384;24289.31;9394354
4775385;24157.06;9394355
4775386;24283.67;9394356
4775387;24155.17;9394357
4775389;85754.96;9394358
4775390;86204.04;9394359
4775391;110781.89;9394360
4775392;85966.2;9394361
4775393;85684.29;9394362
4775394;116559.13;9394363
4775395;205968.53;9394364
4775396;86901.0;9394365
4775397;86723.79;9394366
4775398;86862.86;9394367
4775399;86466.56;9394368
677331;33500.0;9394369
879553;327336.54;9394370
4775388;32753.55;9394371
4775400;138703.96;9394372
876620;49400.0;9394373
4679395;201345.01;9394374
4679402;200471.47;9394375
4775422;136783.69;9394376
4775423;58723.31;9394377
4775425;107434.05;9394378
4775424;88133.86;9394379
4679396;199051.71;9394380
4679397;198685.4;9394381
4679398;198649.88;9394382
4679399;198655.39;9394383
4679400;198679.88;9394384
4679401;198475.71;9394385
4679326;36254.68;9394386
4679403;197211.26;9394387
4679404;197295.01;9394388
4679405;197240.62;9394389
4679406;197267.06;9394390
4679407;197269.9;9394391
4679408;197081.36;9394392
382881;295156.05;9394393
879788;117323.32;9394394
4679344;52748.81;9394395
4775573;58306.72;9394396
482000;303734.71;9394398
4775565;201711.2;9394402
878589;294210.12;9394403
4679415;190126.72;9394404
382376;205222.61;9394405
675626;251863.61;9394406
678323;232979.05;9394407
677400;106951.083;9394408
4679558;24600.649;9394409
878609;295584.51;9394410
283045;159368.112;9394414
778917;32190.36;9394416
4677871;27171.41;9394419
676465;58084.4;9394420
4679537;135696.17;9394422
777201;206799.11;9394423
82342;140862.0;9394424
675035;134622.22;9394425
80416;158532.71;9394429
4775592;163105.01;9394431
876036;145335.37;9394432
384066;414744.6;9394433
4677086;150918.3;9394434
381944;290428.37;9394435
4678016;44027.43;9394436
778937;76217.87;9394437
777211;58101.11;9394438
382268;219176.78;9394439
778422;366772.56;9394440
878922;91547.23;9394441
4775836;96537.7;9394442
4775833;85999.8;9394444
876872;132463.34;9394445
481278;130957.4;9394446
778152;243511.1;9394447
879355;110036.668;9394448
879343;110036.66;9394449
879308;50178.18;9394450
879291;57720.19;9394451
879379;110215.13;9394452
879290;56162.79;9394453
4679223;93842.52;9394454
878585;249012.25;9394455
877518;121838.72;9394456
4679891;62723.21;9394457
677675;140695.0;9394458
878308;30964.92;9394459
878936;99692.31;9394460
4677006;218420.32;9394461
876771;12489.1;9394462
380444;54981.28;9394463
183322;123369.62;9394464
480368;38800.0;9394465
4678040;68186.97;9394466
4677007;134142.07;9394467
484385;179591.53;9394468
4679873;106642.0;9394469
4679536;156305.04;9394473
382836;89523.28;9394474
4775431;94746.461899;9394475
4775430;194127.268;9394476
4477812;13500.0;9394477
4679174;147346.58;9394478
4679243;88384.43;9394479
4679287;101094.84;9394480
879992;53967.24;9394481
4679240;132532.68;9394483
779352;268533.85;9394484
480453;227266.13;9394485
4676969;65078.27;9394486
878204;80675.32;9394487
4678616;96504.496;9394488
4678617;234330.59;9394489
4678144;117919.14;9394490
4678146;119358.18;9394492
4678148;138020.08;9394493
4678149;110641.78;9394494
4678150;110641.78;9394495
4678151;110641.78;9394496
4678152;110641.78;9394497
4678153;321340.125;9394498
4678154;108913.03;9394499
4678155;110641.78;9394500
4678156;110641.78;9394501
4678157;110641.0;9394502
4678158;102470.28;9394503
4675773;66935.48;9394504
4675772;228100.32;9394505
4675771;67110.08;9394506
4675770;68013.13;9394507
4675774;67046.83;9394508
4675776;67297.16;9394509
4675777;67026.7;9394510
4675778;66955.87;9394511
4675779;66805.7033;9394512
4675780;66875.42;9394513
4675781;238133.12;9394514
4675782;118064.82;9394515
4675783;62875.96;9394516
4675785;292823.84;9394517
4675786;63332.35;9394518
4675787;63009.8;9394519
4675789;83770.05;9394520
4675791;64771.56;9394522
4675792;62965.09;9394523
4675793;271617.9;9394524
4675794;70771.08;9394525
4675795;70039.87;9394526
4675796;320271.45;9394527
4675797;103446.16;9394528
4675798;97948.44;9394529
4675800;71191.68;9394530
4675801;63185.66;9394531
4675808;63214.61;9394532
4675809;85792.09;9394533
4675811;64083.79;9394534
4675812;64326.75;9394535
4675815;86422.98;9394536
4675816;343040.49;9394537
4675819;286743.55;9394538
4677994;45369.41;9394539
4675822;285270.13;9394540
4675821;67840.18;9394541
4675825;66920.25;9394542
4675826;67911.01;9394543
4675827;69800.43;9394544
4675828;70738.63;9394545
4675830;68558.95;9394546
4675831;286010.67;9394547
4675833;17700.0;9394548
4675834;13000.0;9394549
4675829;69024.13;9394550
4675835;68024.16;9394551
4675775;66771.75;9394552
4675799;68013.13;9394553
4675802;63507.4;9394554
4675803;89146.26;9394555
4675805;69410.4;9394556
4675806;69434.42;9394557
4675807;63372.04;9394558
4675810;12500.0;9394559
4675814;63952.9;9394560
4675817;68160.5;9394561
4675820;68666.93;9394562
4675836;68291.97;9394563
4675837;69317.37;9394564
4675838;70517.36;9394565
4675839;72823.94;9394566
4675840;76149.5;9394567
4675841;304561.49;9394568
4675842;87707.64;9394569
4675843;337928.21;9394570
533457;785971.17;9394571
4675844;82060.7;9394572
4675804;292942.7;9394573
4675813;63817.65;9394574
4675845;77691.64;9394575
4675846;73959.43;9394576
4675847;71117.94;9394577
4675848;68968.81;9394578
4675849;67481.98;9394579
4675850;67120.32;9394580
4675851;67369.39;9394581
4675852;68727.84;9394582
4675853;95669.65;9394583
4675854;539716.19;9394584
4675818;68673.34;9394585
4675823;311750.4;9394586
4675832;347567.9;9394587
4675855;76227.29;9394588
4675856;76576.68;9394589
4675857;313183.7;9394590
4675858;313919.11;9394591
4675859;325293.24;9394592
4675860;277876.41;9394593
4675862;86502.04;9394595
4675863;341729.84;9394596
4675864;77390.14;9394597
4675865;351828.29;9394598
4677889;688327.35;9394599
4675867;66923.62;9394600
4675868;374154.02;9394601
4677987;1496787.63;9394602
4675869;63317.96;9394603
4675870;62987.44;9394604
4675871;71630.22;9394605
4675872;65776.54;9394606
4675873;301559.64;9394607
4675874;75352.624;9394608
4675875;70933.94;9394610
4675876;71140.85;9394611
4675764;25880.39;9394612
4675878;70968.05;9394613
4675879;69356.07;9394614
4675880;96956.3;9394615
4675881;67120.15;9394616
4675882;71405.85;9394617
4675883;64688.81;9394618
4678318;180606.39;9394619
4678319;239616.91;9394620
4678340;179587.77;9394621
4679321;42006.54;9394622
4678341;929934.012;9394623
4677906;16026.85;9394625
4675889;88605.9;9394629
4675890;69538.22;9394630
4675893;66138.891;9394633
4675894;296062.75;9394634
4675895;275996.63;9394635
4675896;294741.17;9394636
4675897;64070.94;9394637
4675900;202788.74;9394638
4675901;63255.95;9394639
4678137;99439.36;9394641
4678317;120594.54;9394642
4678136;132194.61;9394643
4678135;99281.98;9394644
4678134;138876.77;9394645
4677893;542964.31;9394647
482769;69614.07;9394648
4677910;88869.32;9394649
4677911;62864.65;9394650
4677912;62864.65;9394651
4677913;62864.65;9394652
4677914;62864.65;9394653
4677916;62864.65;9394654
4677918;21700.0;9394655
4677920;62864.65;9394656
4677921;62864.65;9394657
4677922;62864.65;9394658
4677923;21700.00625;9394659
4677924;62864.65;9394660
4677925;62864.65;9394661
4677915;62864.65;9394662
4677917;62864.65;9394663
4677919;21700.0;9394664
4677927;62864.65;9394666
4677928;131027.44;9394667
4677929;80202.85;9394668
4677930;87353.87;9394669
4677931;77200.26;9394670
4677932;74109.04;9394671
4677933;93963.39;9394672
4677934;62864.65;9394673
4677935;62864.65;9394674
4677936;62864.65;9394675
4677982;603712.21;9394676
4677981;66279.42;9394677
4677980;65144.11;9394678
4678304;170859.88;9394679
4678303;331855.43;9394680
4678302;75556.47;9394681
4677907;283401.04;9394682
678354;215333.16;9394683
4678235;43263.12;9394684
4678236;42930.17;9394685
4678237;102137.23;9394686
4678588;23934.85;9394687
4678589;23934.85;9394688
4678590;24055.75;9394689
4678582;168585.27;9394690
4677937;21700.0;9394691
4677938;62864.65;9394692
4677939;62864.6548;9394693
4677940;62864.65;9394694
4677941;62864.65;9394695
4677942;62864.65;9394696
4677943;62864.65;9394697
4677944;62864.65;9394698
4677945;62864.65;9394699
4677946;62864.65;9394700
4677947;62864.65;9394701
4677948;62864.65;9394702
4677949;62864.65;9394703
4677950;62864.65;9394704
4677951;82011.09;9394705
4677952;98481.99;9394706
4677953;105023.75;9394707
4677954;98296.68;9394708
4677955;62575.51;9394709
4677956;62647.44;9394710
4677957;62719.42;9394711
4677958;62791.36;9394712
4677959;68317.25;9394713
4677960;62576.56;9394714
4677961;62650.6;9394715
4677962;62724.63;9394716
4677963;21600.0;9394717
4677964;68324.79;9394718
4677965;23000.0;9394719
4677967;63151.25;9394720
4677968;63224.27;9394721
4677969;63298.24;9394722
4677970;93826.62;9394723
4677971;83661.21;9394724
4677972;93807.81;9394725
4677973;63296.23;9394726
4677974;63224.23;9394727
4677975;63151.25;9394728
4677976;63078.24;9394729
4677977;68470.41;9394730
4678933;106217.92;9394731
383173;152730.1;9394732
4678332;186442.85;9394733
4678333;186473.37;9394734
4679956;42388.26;9394735
4679957;42388.26;9394736
4675083;885959.49;9394737
483380;155099.65;9394738
581443;222087.36;9394739
82317;80103.81;9394740
381516;180087.91;9394741
381517;126682.42;9394742
282268;52500.0;9394743
481269;115322.11;9394744
81072;351022.49;9394745
676440;43217.61;9394746
380771;180629.55;9394747
777095;192921.64;9394748
380905;29500.0;9394749
779049;2852959.04;9394750
877052;396486.5;9394751
83475;1283680.12;9394752
480281;55503.98;9394753
879096;177051.46;9394754
879097;178733.21;9394755
879600;721735.96;9394756
878339;313241.29;9394757
83105;333488.28;9394758
4678314;50700.0;9394759
4678106;397296.24;9394760
4678107;63780.73;9394761
4678122;126290.8921;9394762
4678123;139027.1;9394763
4677636;246744.15;9394764
4677637;23049.73;9394765
4677055;58093.87;9394766
4677056;57743.93;9394767
4678610;150031.36;9394768
4678611;150031.36;9394769
4678612;150022.85;9394770
4678613;150022.85;9394771
4678240;27800.0;9394772
4678239;105700.0;9394773
4677896;107900.57;9394774
4677897;107900.57;9394775
4677899;107900.57;9394776
4677900;107900.57;9394777
4677901;107900.57;9394778
879922;100370.52;9394779
879923;163043.42;9394780
879924;163017.72;9394781
4678604;149611.19;9394782
4678605;157279.76;9394783
4676568;20000.0;9394784
4676557;26400.0;9394785
4676548;19900.0;9394786
4676544;15100.0;9394787
876568;170166.24;9394788
4677716;38553.86;9394789
4677717;40366.97;9394790
4677719;35671.4;9394792
4677721;36042.123;9394794
4677722;36008.751;9394795
4677724;40928.98;9394797
4677725;38250.103;9394798
4677728;6300.0;9394800
4677729;6400.0;9394801
4677730;40467.74;9394802
4677733;38761.45;9394805
4677734;35470.42;9394806
4677736;36645.48;9394808
4677737;35828.96;9394809
4677738;37010.01;9394810
4677741;35726.538;9394813
4678306;44937.24;9394814
4677742;35694.83;9394815
4677743;35930.28;9394816
4677744;35720.537588;9394817
4677745;38054.24;9394818
4677746;33101.33;9394819
4678307;44693.81;9394820
4678338;16092.74;9394821
4678339;16092.74;9394822
4678130;21601.57;9394823
4677747;33001.08;9394824
4678131;22060.07;9394825
4677983;19271.8;9394826
4677984;19271.8;9394827
877959;376995.65;9394828
777291;1080629.58;9394829
383026;182601.43;9394831
382876;698078.52;9394833
481303;26905.35;9394835
282964;71077.53;9394836
677919;329227.48;9394837
676753;130655.9;9394838
677138;102536.29;9394839
183456;786616.03;9394840
4677749;32111.79;9394842
4677750;35778.61;9394843
4677751;36743.48;9394844
4677753;35639.33;9394845
4677754;6200.0;9394846
4677755;35714.89;9394847
4677756;35012.59;9394848
4677757;34555.43;9394849
4677760;35516.07;9394852
4677761;6400.0;9394853
4677762;31856.11;9394854
4677763;31108.7;9394855
4677765;34805.89;9394856
4677766;36368.22;9394857
4677768;34209.58;9394859
4677769;35546.22;9394860
4677770;34533.66;9394861
4677771;32809.91;9394862
4677772;35395.64;9394863
4677775;37922.11;9394865
4677776;34300.15;9394866
4677777;31628.98;9394867
4677778;295121.99;9394868
4677779;113180.55;9394869
4677780;145493.43;9394870
4677781;147185.93;9394871
4677782;112347.07;9394872
4677784;296260.71;9394874
4677785;113180.55;9394875
679570;42293.78;9394877
