padron;deuda;pagado;superficie;valuacion_yb;valucion_smt
282928;1865;1865;480;152665;283957
282929;3152;846;480;148847;276855
282930;4821;0;503;290221;539811
282931;3737;1193;736;292179;543454
282932;1713;0;503;170946;317960
282933;2645;2645;480;252329;469332
282934;3480;0;480;180356;335463
282936;2902;524;493;69273;128847
282939;4596;1908;512;69587;129433
282940;3829;1813;513;175166;325810
282941;5061;0;600;371858;691656
282942;2649;447;600;292880;544758
282943;3468;3468;716;274791;511111
282944;4433;0;555;159130;295982
282945;564;0;493;45303;84265
282946;4448;0;579;594907;1106528
282947;2557;2557;471;202588;376814
282948;2769;2769;543;321544;598073
282949;2921;0;600;139137;258794
282950;3474;0;600;179361;333612
282951;2737;2737;1208;304260;565923
282952;4219;1548;494;109819;204264
282953;3491;1601;0;187255;348294
282954;3810;1708;0;238004;442688
282955;6193;0;0;93291;173522
282956;3931;0;598;192312;357700
282957;3535;3535;600;305347;567945
282958;3439;3439;600;263881;490819
282959;9380;0;600;454576;845511
282961;5494;0;857;519613;966481
282963;4723;2227;1539;509759;948152
282964;1401;0;595;71077;132204
282965;4856;0;0;254456;473288
282966;2918;1183;600;70434;569719
282969;3838;0;590;334873;622865
282971;5550;0;2281;1061486;1974364
282972;5056;0;716;371404;690811
282973;3931;472;600;193240;359427
282974;4575;0;600;206548;384180
282975;3862;1443;503;455220;846710
282976;9851;0;512;506889;942814
282977;2582;2582;512;247365;460099
282978;2132;2132;512;231231;430091
282979;4575;838;503;205949;383065
282985;4426;0;566;228402;424828
282986;6530;0;551;130773;243239
282987;4612;0;563;221030;411116
282989;4237;0;550;51113;95070
282990;4939;0;559;331398;616401
282991;3034;0;464;134698;250538
282993;4170;0;600;559505;1040680
282994;3447;0;480;167703;311928
282995;1771;0;480;217803;405113
282996;3539;0;503;207902;395408
282997;2557;2557;736;203546;378596
282998;2079;2079;503;184805;343738
283000;2646;0;480;49640;92332
283001;2650;0;600;50202;93376
283002;2796;0;726;61255;113934
283003;2076;2076;670;310971;578407
283004;3571;3571;537;323070;600911
283005;2975;2975;544;441493;821177
283006;3077;3077;544;116141;216024
283007;1586;1586;544;70416;130973
283008;2643;2643;535;249546;464157
283009;2021;2021;640;265028;492953
283010;2709;2709;640;288859;537279
283013;2673;2673;535;268604;499604
283014;1639;1639;544;223637;415966
283015;2828;2828;544;355380;661007
283016;2308;0;544;112032;208381
283017;2715;0;535;54892;102100
283018;3661;0;640;259639;482929
283019;3576;1963;640;223034;414844
283020;525;525;640;59641;110933
283021;2776;2776;645;327987;610056
283022;3500;670;535;261789;486927
283023;3554;0;544;214139;398298
283024;2635;0;544;49354;91798
283025;2915;0;544;137843;256389
283026;2725;2725;552;299796;525701
283027;3494;0;1267;259220;482149
283029;3013;3013;640;97860;182020
283030;3730;3730;1716;394953;734613
283033;4816;0;544;367659;683847
283034;2328;2328;544;152158;283013
283035;5189;0;535;416544;774771
283038;2726;0;640;55790;103769
283039;2683;0;640;52839;98282
283040;4596;421;551;213531;397167
283041;4756;0;566;268444;499306
283042;3424;3424;551;256937;477902
283043;3080;1372;590;304751;566837
283044;3656;0;563;256687;477439
283045;1753;1753;456;159368;296424
283046;3321;3321;516;209276;389253
283047;5083;0;516;379648;706146
283048;4725;2563;557;258244;480334
283049;4564;0;564;203410;378344
283050;2683;1224;647;52839;98282
283051;2064;1721;640;301723;561205
283052;1976;1976;625;55307;102871
283055;3752;342;535;298719;555617
283056;3489;0;528;257316;478608
283057;391;391;5370726;47266;87915
283058;2911;0;486;136754;254363
283059;2211;2211;618;137038;254890
283060;608;608;634;36829;68502
283061;749;0;607;33758;62791
283062;3694;505;622;272132;506165
283063;3790;0;473;313275;582692
283064;3432;0;512;161864;301067
283065;3767;0;512;309991;576583
283066;2215;0;510;83373;155073
283067;3539;0;503;205670;382547
283068;3636;1908;600;323253;601252
283070;2359;745;544;103779;193029
283071;2072;2072;471;179097;333120
283072;2420;1138;560;61852;115046
283073;2635;0;479;49252;91609
283074;3458;0;520;174011;323661
283075;1495;1495;684;57075;106159
283076;372;372;587;32503;60457
283077;372;372;587;32482;60418
283081;2653;2653;789;255492;475215
283082;3502;0;439;192440;357939
283083;2276;1004;494;59988;111577
283084;632;632;602;44915;83543
283085;3528;0;593;201886;394185
283086;3683;0;602;267668;497864
283089;3576;0;598;221292;411603
283090;2296;2296;494;345260;642184
283091;607;607;439;43068;80107
283092;1600;1600;791;54686;101716
283093;2547;2547;566;122534;227913
283094;1922;1922;591;92509;172066
283095;2078;1919;591;180582;335883
283096;4289;0;549;126405;235113
283097;2870;0;589;66700;124063
283098;3742;0;542;294722;548184
283099;1338;1338;662;141867;263874
283100;5032;0;521;295662;578470
283101;3550;0;467;210566;391653
283102;1123;1123;570;186480;346852
283103;4695;0;409;218899;407152
283104;3437;0;544;164516;306000
283105;2933;0;600;142459;264973
283106;4235;0;600;114750;213436
283107;6031;0;535;75999;141358
283108;4778;0;544;276291;513901
283109;3439;3439;544;261951;487230
283111;3801;0;540;171600;319176
283114;2130;2130;546;122189;227273
283115;4601;1894;566;217144;403889
283116;3200;0;551;154067;286566
283117;3587;0;563;228432;424884
283118;3102;1480;559;233631;434554
283135;864;0;0;6900;86924
283258;5895;0;17593;90936;169142
283272;2830;1309;375;145487;270606
283277;3694;0;597;272098;506103
283278;2159;825;288;119816;222859
283288;1592;0;310;42160;78418
283289;2882;0;310;131042;243739
283290;1670;0;283;46885;87206
283295;2396;0;692;108952;376155
283324;540;0;302;8400;203466
283330;636;0;188;28710;58638
283333;2045;2045;907;158852;295464
283354;540;0;0;1;249365
283357;2082;2082;0;18975;434780
283358;390;390;4101;18975;182251
283363;3439;3439;645;263477;490067
283365;5152;0;636;403964;751374
283366;4342;4342;1293;1184356;2202903
283367;4220;4220;1262;620627;1154367
283368;2534;2534;577;189189;351892
283374;3135;3135;0;531595;988766
283379;2792;2792;6032;337066;319741
283380;3844;0;6032;399778;743587
283381;3801;1416;6032;337066;319741
283382;3083;3083;6032;503772;790350
283386;5468;0;1208;510113;948810
283387;6837;0;987;975911;1815195
283414;573;0;2236;46855;87150
283415;642;0;0;54038;100512
283416;540;0;0;30458;56652
283417;3988;0;445;399474;743022
283418;2514;2514;299;176435;328169
283419;3496;0;301;187841;349384
283420;2761;1038;0;317876;591250
283422;3480;0;450;182270;339022
283423;5024;0;600;359342;668377
283432;564;0;0;45559;84741
283433;4503;848;1150;707550;1743600
283434;2646;0;714;50018;93033
283435;1374;0;424;68653;127695
283445;577;198;600;34952;65012
283446;1711;1711;600;102698;191019
283447;583;0;600;48608;90411
283448;1905;519;511;183603;341502
283449;2437;2437;420;47298;87974
283450;1128;0;390;25410;47263
283451;6001;0;0;70787;131665
283455;614;0;550;27654;51437
283456;679;0;550;57460;106875
283457;2578;975;1160;212902;395998
283459;716;716;463;65416;121674
283460;2404;0;472;31541;58666
283461;624;624;472;40834;75951
283462;5476;2250;472;194297;361393
283463;3039;0;590;135869;252717
283464;3709;0;660;279725;520290
283465;2917;524;600;121795;226538
283466;775;0;600;34952;65012
283467;2078;2078;0;182610;339655
283468;1451;1451;672;140705;261712
283469;2193;0;750;80801;150291
283470;209;209;600;30758;57210
283473;668;0;598;56568;105217
283474;1567;1567;582;75215;139901
283475;540;150;582;41741;77639
283476;2326;0;582;99002;184144
283477;2938;0;582;142774;265560
283478;3200;0;633;154054;286540
283479;906;0;573;64110;119245
283480;583;0;582;51200;95233
283481;1346;0;582;65467;121769
283482;668;0;582;30193;56159
283483;668;0;582;30193;56159
283484;668;0;582;30193;56159
283485;2444;0;565;115330;214514
283497;3109;0;590;143784;267438
283498;625;0;308;28258;52560
283510;3093;0;511;158535;294876
283513;1315;0;511;89211;165933
283514;1315;0;275;89294;166087
283520;4895;0;1152;315097;586080
283526;2586;2586;1329;218591;406580
283532;5479;0;0;513810;955686
283533;3447;0;1800;167824;312153
283543;4185;0;0;218100;1183635
283560;540;0;302;8400;381790
283582;3123;1974;273;89062;237109
283587;2882;0;323;131582;244743
283588;2681;2681;529;272407;506677
283589;2902;0;710;69250;128806
283590;4143;0;0;463109;861383
283592;2892;1083;749;393773;732419
283594;2784;2784;811;331621;616816
283614;5201;0;300;424406;789395
283618;2929;264;3349;71505;230645
283629;2224;0;605;84983;158068
283630;2315;0;605;98150;182560
283632;2704;1020;1248;285447;530932
283633;2205;2205;606;134909;250932
283635;1251;0;375;66390;123486
283636;1783;1783;398;116464;216624
283638;515;0;331;4500;89529
283645;515;0;463;1;322663
283701;540;0;602;19300;190506
283737;2406;2406;747;448608;834412
283738;2848;0;2787;65421;121683
283747;614;0;298;16600;260938
283766;3892;0;0;356381;662869
283767;1811;669;1130;121157;225353
283783;4565;4325;1473;448850;834862
283786;3163;0;524;149574;278207
283789;2607;1215;338;132722;246864
283814;540;0;417;29807;55441
283815;2171;0;375;77724;144568
283816;2337;0;453;101045;187945
283817;2422;0;453;112607;209450
283818;2369;0;842;105326;195907
283827;3336;1263;953;216525;402737
283852;2960;0;433;126795;235839
283853;2710;2710;0;90427;168195
283854;1170;0;0;99967;185939
283855;4976;0;328;341572;635324
283856;3694;0;0;272705;507232
283857;2433;0;0;114648;213247
283858;1125;1125;341;179866;334550
283859;2814;1298;284;141811;263770
283860;539;275;282;24262;45128
283861;2187;0;325;79236;147379
283862;3554;0;332;214015;398068
283863;3582;1969;383;225088;418664
283864;3421;0;452;158098;294063
283865;3471;1311;317;277681;516488
283866;2277;837;319;144163;268145
283867;2099;2099;334;33688;62660
283868;540;0;0;39815;74057
283870;2485;2485;0;162487;302227
283872;2529;2529;314;186450;346798
283873;3613;0;372;238308;443253
283874;1363;0;375;67296;125171
283875;4289;0;314;127348;236868
283876;1929;1929;440;190686;354677
283877;3896;0;886;359824;669273
283879;3487;1308;572;240681;447667
283880;4631;0;574;204046;407263
283881;515;0;362;28964;53873
283882;2246;0;364;88020;163718
283883;1767;1767;368;113214;210579
283884;540;240;316;25771;47935
283885;490;0;225;34431;64042
283886;695;0;449;58678;109142
283887;1143;1143;465;65191;121256
283888;3587;0;474;93044;495958
283889;1609;0;482;40919;76110
283890;3437;0;490;163125;303412
283891;2433;1315;498;114185;212385
283892;2865;0;507;127222;236633
283893;3410;0;515;154166;286749
283894;2632;2632;357;245246;456157
283895;1544;1544;347;134216;249643
283896;2950;1429;347;145480;270592
283897;2422;0;345;112611;209456
283898;3421;0;340;155007;288314
283900;2756;0;345;128874;239705
283901;3452;0;266;242390;450845
283902;4127;0;352;459049;853831
283903;3502;0;353;192113;357330
283904;3627;0;438;319181;593678
283905;2975;2975;526;356469;663034
283907;540;0;44;2473;4600
283918;5200;0;1385;419144;779609
283943;8017;4335;7001;299319;4529784
283944;6675;3651;6970;147249;3057415
283945;5520;2055;6999;249354;463799
283946;7097;7097;7012;489785;911000
283947;7249;7249;6966;513092;954352
283948;4848;4848;6970;147187;273767
283950;540;0;0;1;298899
283953;4880;0;547;310032;576659
283954;5024;0;545;360001;669603
283955;5307;0;616;454548;845460
283956;3403;3403;624;246456;458408
283957;4869;0;618;306634;570339
283958;3666;1377;571;365998;680757
283961;5254;0;566;437822;814350
283962;5005;0;618;433605;806506
283963;2105;2105;617;212696;395614
283964;4279;4279;615;646621;1202715
283965;5152;0;538;404637;752626
283966;4676;2217;0;317704;590930
283967;3543;3543;595;311436;579271
283970;965;965;474;136573;254026
283971;2493;2493;489;166767;506289
283972;3329;1440;321;185877;345731
283973;3437;945;321;164381;305750
283974;2741;0;483;67072;124755
283975;2741;0;483;67072;124755
283976;2622;990;474;239510;445488
283977;2164;2164;471;247389;460144
283978;3580;0;484;229984;427771
283979;1135;1135;484;204450;380278
283980;2937;2937;483;320672;596450
283981;1692;1692;465;67072;124420
283984;2303;2303;541;99225;184558
283985;3019;0;474;133510;248328
283986;3352;3352;474;224651;417851
283987;3506;0;483;193711;360303
283988;1797;1797;487;378614;704222
283990;1775;1775;485;114788;213505
283991;2204;0;483;276570;514421
283992;2537;2537;474;191245;355715
283993;1473;1473;474;198466;369148
283994;1178;1178;483;262516;488280
283995;3877;3877;485;463398;861920
283997;2803;2803;484;252085;491565
283998;5684;0;483;443044;824062
283999;2697;2697;523;281349;523309
284000;4079;0;542;435443;809924
284001;534;0;253;44646;83043
284004;2688;1008;1690;279982;520768
284006;2848;2848;881;422375;785617
284007;6049;3826;859;76105;141555
284044;1836;1688;959;167254;311093
284052;540;0;465;4600;43444
284054;3587;0;0;228528;425062
284069;540;0;0;3800;250757
284075;3781;0;639;386915;719663
284083;2487;0;2067;122496;227844
284092;5035;0;572;363722;676524
284093;3336;1263;387;216974;403572
284094;4093;4093;387;561280;1043982
284095;7851;0;378;280871;522420
284096;3523;2007;581;274069;509768
284097;3672;0;580;264762;492458
284098;6771;0;561;158472;294759
284099;3937;1897;581;193570;360041
284100;3292;3292;581;547281;1017944
284101;4901;0;891;318045;591565
284103;2537;2537;450;219977;409157
284104;4760;4760;918;134304;249805
284105;2889;2889;909;302815;563236
284108;2725;1026;515;299086;556301
284109;3576;0;503;220901;410876
284110;3479;0;0;253330;471194
284111;3468;3468;423;277021;515259
284112;3523;646;432;200214;372398
284113;4553;2504;432;200344;372641
284114;3416;3416;432;252573;469786
284115;3483;1314;440;284645;529439
284116;2952;2952;432;185059;344211
284117;4575;0;443;206919;384871
284118;3480;0;560;180878;336433
284121;16409;0;0;4229468;7866812
284131;3671;3671;1960;150486;279904
284141;2359;0;332;119893;223001
284142;524;0;498;43365;80660
284143;737;737;430;96889;180213
284144;1188;1188;854;278116;517297
284145;2521;2521;627;184136;342494
284146;3646;0;619;251109;467063
284147;2673;1391;620;61500;114390
284148;1608;1608;627;191222;355674
284149;1345;0;498;69388;129062
284152;2219;0;627;84509;157187
284153;2175;2175;627;125083;232655
284154;2653;2653;606;258015;479909
284155;3405;0;609;150051;279095
284156;3496;0;627;188350;350332
284157;3014;3014;621;189024;351586
284158;2790;2790;1256;341586;635350
284160;2681;1011;650;271941;505811
284164;1109;1109;857;166496;309683
284165;2098;2098;0;195102;362890
284166;3737;0;895;291999;543119
284167;668;0;431;56327;104769
284168;2301;0;899;97207;180805
284169;3737;0;897;291457;542111
284170;3742;2047;852;293869;546597
284171;4605;0;868;198086;368441
284172;1751;1751;924;74694;138931
284177;2811;0;618;62126;115554
284178;2048;762;618;62126;115554
284184;5032;0;627;295857;550294
284185;3512;0;627;195249;363163
284186;2332;0;627;100006;186011
284190;892;892;631;61971;115267
284191;2557;2557;651;203426;378373
284194;3377;1621;616;208052;386976
284196;2056;765;627;63030;117237
284197;3469;0;0;179152;333224
284198;2444;0;0;116350;216411
284200;2183;892;627;63030;117237
284201;3704;0;627;279041;519016
284202;3609;0;627;95519;177665
284203;2725;2725;627;298381;554989
284204;3506;963;0;194964;362634
284205;3642;1914;0;325507;605443
284206;2271;2271;0;470789;875668
284207;1537;1537;627;63030;117237
284208;2011;2011;627;259735;553288
284209;3036;1356;627;280357;521464
284211;1665;134;627;63030;117237
284212;3635;0;627;248948;463044
284215;3560;0;627;215549;400921
284216;3254;0;631;152438;283535
284217;2197;680;631;270081;502351
284218;1217;0;627;112218;208726
284219;2521;2521;627;180962;336590
284220;4503;0;627;174349;324289
284221;2673;2673;628;268314;499064
284222;3351;0;628;195637;471849
284223;2326;0;626;99580;189383
284224;1917;1439;627;183627;341547
284225;1925;1925;629;187142;348085
284226;2578;2578;627;212911;396014
284227;1605;1605;610;73100;135966
284228;1798;1798;0;217394;404354
284229;3701;3701;1135;854350;1589091
284230;4111;561;1149;450526;837978
284232;2156;2156;1151;379505;705879
284233;5593;1841;1157;480559;893840
284237;4356;0;717;554373;1031135
284238;3635;0;718;248257;461759
284242;2270;2270;712;326618;617481
284243;3624;0;852;244485;454742
284248;1672;621;660;94776;176284
284251;3576;0;660;221602;388716
284252;5631;0;654;431017;801692
284253;3752;0;660;299831;557685
284254;2098;783;660;68671;127729
284255;3319;1754;651;180418;405940
284256;2836;2836;660;361775;672902
284257;2098;783;660;68671;127729
284258;3480;0;660;184012;342262
284261;3560;1957;660;216199;402130
284262;2166;2166;655;259981;493138
284263;3820;1401;660;924566;1719693
284266;3410;0;396;151762;282277
284268;4127;0;618;457098;850203
284269;3571;0;627;220260;409683
284270;3752;342;631;299843;557708
284274;3672;2011;660;264349;491689
284275;3704;0;660;279111;519146
284276;2562;2562;660;204316;380028
284277;3988;0;990;399517;743101
284278;2931;2931;984;417170;775936
284281;2884;2884;660;388565;722731
284282;2966;0;660;74056;137744
284283;791;791;660;123221;229192
284284;1314;1314;660;453266;843075
284285;1362;1362;660;114820;789661
284288;4068;0;627;432507;804463
284289;3656;835;627;258374;480575
284293;2459;0;599;118081;219632
284294;3320;0;628;182674;339775
284295;2915;0;553;137977;256638
284296;2765;1174;551;69045;128424
284297;4149;0;548;466412;867528
284299;3737;0;548;291160;541559
284300;3018;1348;486;273801;509270
284301;3720;0;981;284290;528780
284303;2545;966;495;195389;363424
284304;2197;2197;495;273190;508135
284305;1320;1320;462;113937;211924
284306;2465;939;462;150465;279866
284307;3060;1462;462;211802;393951
284308;2141;1300;462;111757;207868
284309;2443;1806;449;63604;118303
284310;1762;1762;453;111983;208288
284311;1932;1932;457;50517;93961
284312;3469;0;462;177211;329612
284313;2465;2465;462;150236;279439
284314;1177;1177;462;261658;486685
284315;4553;1459;495;201002;373864
284316;3694;842;493;274458;510493
284317;1572;588;495;76378;142063
284318;1120;1120;486;182000;338521
284319;3854;0;486;341257;634739
284320;4161;0;495;97783;181878
284321;3493;1837;495;259722;483083
284322;3432;1891;495;160223;298016
284323;3635;1162;462;247826;460956
284324;4692;0;462;269409;501101
284325;3421;0;462;159082;295893
